name,category,scale,mood,difficulty,description,tags
剣聖の隠居庵,住居,超小,和風,2,山の中に佇む引退した剣士の庵。枯山水の庭と刀を飾った床の間がある最小限の住居。,隠居|庵|枯山水|庭園
西部劇のメインストリート,建造物,大,ウェスタン,4,砂漠バイオームに作る西部の町のメイン通り。両側に木造の建物が並び、土ぼこり感を演出。,西部劇|通り
酒場のスイングドア,商業,小,ウェスタン,2,トラップドアでスイングドアを再現した酒場。樽とカウンター、ダーツ的を設置。,酒場|トラップドア|ウェスタン|トラップ|収納
荒野の一本道と枯れ木,自然,中,ウェスタン,1,砂漠に伸びる一本道。枯れ木（葉なしのオークの木）と転がるサボテンで荒涼感を出す。,荒野|一本道|砂漠|木造
馬つなぎ場のある宿屋,商業,中,ウェスタン,3,馬をつなぐ柵付きの木造宿屋。2階に宿泊部屋、1階に食事処を配置する。,宿屋|馬|木造|宿泊
賞金首の指名手配看板,演出,超小,ウェスタン,1,木の看板に手配書を再現。額縁と紙で指名手配ポスター風に仕上げる。,看板|演出|額縁
金鉱の入り口,産業,小,ウェスタン,2,山肌に掘られた金鉱の坑道入り口。トロッコレールと木の支柱でリアルに再現。,金鉱|坑道|トロッコ|トンネル
荒野の風車ポンプ,産業,超小,ウェスタン,2,砂漠に立つ風力ポンプ。鉄柵とトラップドアで風車の羽を再現し、水槽を下に配置。,風車|ポンプ|砂漠|トラップ
ロデオアリーナ,娯楽,中,ウェスタン,3,柵で囲んだロデオ用の円形アリーナ。観客席と実況台を設けて臨場感を出す。,ロデオ|アリーナ|柵|ドーム・円形|闘技場
決闘通りの時計台,建造物,中,ウェスタン,3,西部の町のシンボルとなる時計台。木と丸石で建て、時計の文字盤を旗で表現。,時計台|シンボル|木造|旗・バナー|石造り
砂嵐を避ける岩陰の隠れ家,住居,超小,ウェスタン,1,大きな岩の陰に作った簡易シェルター。毛布と焚き火だけの最低限の避難所。,岩陰|シェルター
ガンスミスの工房,産業,小,ウェスタン,2,武器職人の工房。作業台とアンビル、壁にアイテムフレームで弓や道具を展示。,工房|武器|アンビル|額縁
墓地と十字架の丘,演出,小,ウェスタン,1,砂漠の丘にある小さな墓地。木の十字架と花を並べて西部劇の哀愁を表現。,墓地|哀愁|砂漠|花
カウボーイのキャンプファイヤー,演出,超小,ウェスタン,1,焚き火を囲む丸太ベンチ。ギター（額縁の装飾）とコーヒーポット（大釜）で雰囲気を出す。,キャンプ|焚き火|額縁
サボテン農場と蒸留所,産業,小,ウェスタン,2,サボテンを大量に育てる農場。隣に蒸留所（醸造台とかまど）を併設して飲料を作る設定。,サボテン|農場|蒸留|かまど|農業|醸造
調理実習室,施設,中,現代,2,学校の調理室を再現。作業台とかまどを整然と並べ、食器棚と流し台も設置。,調理|学校|かまど
IT教室のパソコンルーム,施設,中,現代,3,デイライトセンサーとレッドストーンでモニターを模したパソコン。整然と並ぶ机が教室感を出す。,IT|パソコン|レッドストーン
音楽室とグランドピアノ,文化,小,現代,3,黒と白のブロックでグランドピアノを再現。壁には楽譜（旗）と楽器を飾る。,音楽|ピアノ|黒白|旗・バナー
美術室のアトリエ,文化,小,現代,2,イーゼル（柵とトラップドア）と絵画を並べたアトリエ。色とりどりの染料で画材を表現。,美術|アトリエ|絵画|トラップ|内装小物
図書室の閲覧コーナー,文化,小,現代,1,本棚に囲まれた静かな閲覧スペース。ソファと読書灯を配置して落ち着ける空間に。,図書室|読書|静か|エンチャント|内装小物|図書
理科室の実験台,施設,小,現代,2,醸造台とポーションで実験器具を表現した理科室。骨格標本（スケルトンの頭）も飾る。,理科|実験|ポーション|研究|醸造|骨ブロック
職員室の先生デスク,施設,小,現代,1,整然と机が並ぶ職員室。各デスクにチェストと本棚、コーヒーカップ（フラワーポット）を配置。,職員室|デスク|学校|エンチャント|内装小物|収納|図書|花
屋上の天文台,施設,小,現代,3,学校の屋上に設置した小さな天体観測ドーム。望遠鏡（スパイグラス展示）と星図を配置。,天文|屋上|観測|ドーム・円形|望遠鏡|風呂・温泉
学校の購買部,商業,超小,現代,1,小さな売店。ガラスケースにパンや飲み物（アイテムフレーム）を並べた昼休みの購買。,購買|売店|ガラス|商売|額縁
放送室,施設,超小,現代,2,マイクとミキサー（レッドストーン回路）のある放送室。防音壁（ウール）で囲む。,放送|レッドストーン
保健室のベッド,施設,超小,現代,1,白いベッドとカーテン（旗）で仕切られた保健室。薬棚と体温計（温度計的なオブジェ）も配置。,保健室|白い|宿泊|旗・バナー
視聴覚室の大型スクリーン,施設,中,現代,3,黒いコンクリートで大型スクリーンを壁に作り、階段状の座席を配置した視聴覚室。,スクリーン|座席|映像|コンクリート|階段・はしご
校門と桜並木,建造物,中,現代,2,レンガの門柱と桜の木が並ぶ学校の入り口。石畳の通路と掲示板を設置。,校門|桜|通路|トンネル|レンガ
部室棟のプレハブ,施設,小,現代,2,コンクリートブロックで作る簡素な部室棟。各部屋に異なる部活動の装飾を施す。,部室|プレハブ|学校|コンクリート
下駄箱のある昇降口,施設,小,現代,2,階段状のチェストで下駄箱を再現した昇降口。傘立てと掲示板も設置。,昇降口|下駄箱|学校|収納|階段・はしご
砂場と滑り台のある園庭,施設,中,のどか,2,砂ブロックの砂場と階段ブロックの滑り台がある広い園庭。ブランコ（鎖とフェンス）も設置。,園庭|遊具|砂場|庭園|階段・はしご
カラフルなお遊戯室,施設,中,かわいい,2,色とりどりのカーペットとウールで飾った広い部屋。積み木（カラフルブロック）を散りばめる。,お遊戯|カラフル|かわいい|内装小物
小さな絵本コーナー,文化,超小,かわいい,1,低い本棚と小さな椅子を配置した絵本スペース。壁に絵（旗）を飾ってかわいく演出。,絵本|小さい|エンチャント|内装小物|図書|旗・バナー
お昼寝の部屋,施設,小,のどか,1,小さなベッドが並ぶお昼寝スペース。カーテンで薄暗くし、ぬいぐるみ（モブヘッド）を置く。,お昼寝|ベッド|かわいい|宿泊
園児用の小さなトイレ,施設,超小,現代,1,小型の個室を並べたトイレ。低い位置にボタン（水洗レバー）を配置してリアルに。,トイレ|レッドストーン|酒場
うさぎ小屋,農業,超小,かわいい,1,フェンスで囲んだ小さなうさぎ飼育小屋。ニンジンとウサギで幼稚園の飼育コーナーを再現。,うさぎ|飼育|牧場
お花の水やりコーナー,農業,超小,かわいい,1,フラワーポットに花を並べた園児の水やりスペース。小さなジョウロ（バケツ展示）も設置。,花|水やり
送迎バスの車庫,交通,小,現代,2,黄色いウールで幼稚園バスを再現した車庫。バスの中にはミニ座席を配置。,バス|車庫|黄色
先生のピアノがある教室,施設,小,のどか,2,小さなピアノ（黒白ブロック）と園児用の椅子が並ぶ教室。壁には園児の作品を展示。,ピアノ|教室|園児
園庭の大きな木とベンチ,自然,超小,のどか,1,園庭のシンボルツリーの下にベンチを配置。木にはブランコを一つ吊るす。,シンボルツリー|ベンチ|庭園|遊具
卒園式の飾り付け講堂,施設,中,にぎやか,2,バナーと花で華やかに飾り付けた講堂。壇上にレッドカーペットと花束を配置。,卒園式|講堂|華やか|内装小物|旗・バナー|花
運動会のかけっこ直線コース,施設,小,にぎやか,1,白線（白コンクリート）でレーンを引いた直線コース。ゴールテープ（糸）と万国旗を設置。,運動会|コース|旗|コンクリート|旗・バナー
プールの水遊び場,娯楽,小,にぎやか,2,浅い水場で遊べる幼児用プール。噴水とカラフルなブロックで楽しい雰囲気に。,プール|浅い|カラフル|水景
給食室の配膳カウンター,施設,小,現代,2,大きなかまどと配膳台のある給食室。メニューボードと食器棚を設置。,給食|配膳|かまど
通園路の横断歩道,交通,超小,現代,1,白と黒のコンクリートで横断歩道を再現。信号機（レッドストーンランプ）も設置。,横断歩道|信号|コンクリート|レッドストーン
角打ちの立ち飲みカウンター,商業,超小,レトロ,1,酒屋の一角に設けた立ち飲みスペース。樽と棚に酒瓶（ポーション）を並べる。,立ち飲み|酒屋|収納|酒場|醸造
昭和の角打ち酒場,商業,小,レトロ,2,木造の古い酒屋。ガラス戸の向こうに一升瓶（ポーション）が並び、奥に飲みスペース。,昭和|酒屋|木造|ガラス|酒場|醸造
港町の角打ち,商業,小,レトロ,2,漁港近くの角打ち。壁に魚拓（旗）を飾り、樽をテーブル代わりにした素朴な空間。,港町|魚拓|素朴|収納|旗・バナー|港
商店街の角の酒屋,商業,小,レトロ,1,商店街の角に建つ昔ながらの酒屋。のれん（旗）とショーケース（ガラス）で昔の商店を再現。,商店街|のれん|角|ガラス|商売|旗・バナー|酒場
下町の燗酒処,商業,超小,レトロ,1,小さなカウンターだけの燗酒専門店。かまどで酒を温める設定。壁に品書きの看板。,下町|燗酒|かまど|商売|看板|酒場
路地裏の秘密の角打ち,商業,超小,ダーク,2,細い路地の奥にある隠れた飲み処。ランタン一つの薄暗い空間で大人の雰囲気。,路地裏|秘密|薄暗い|照明|隠し要素
工場横の労働者角打ち,商業,小,レトロ,1,工場の塀の隣にある労働者向けの角打ち。簡素な木造で、疲れた労働者の憩いの場。,工場|労働者|簡素
おでん屋台併設角打ち,商業,小,レトロ,2,角打ちの隣におでん屋台を併設。大釜でおでんを煮込み、湯気の演出にソウルの焚き火を使う。,おでん|屋台|湯気|屋台・テント
市場の中の角打ちコーナー,商業,超小,にぎやか,1,魚市場の一角に設けた飲みスペース。木箱の上に板を渡しただけの即席カウンター。,市場|即席|商売
銭湯帰りの角打ち,商業,超小,レトロ,1,銭湯の隣にある小さな角打ち。のれんをくぐると3席だけのカウンターがある。,銭湯|のれん|風呂・温泉
駅前の角打ちスタンド,商業,超小,レトロ,1,駅の出口すぐにある立ち飲みスタンド。看板と暖簾だけの最小限の設え。,駅前|スタンド|看板
蔵元直営の角打ち,商業,小,和風,2,酒蔵に併設された試飲スペース。樽と升（ボウル）で日本酒の試飲を表現。,酒蔵|試飲|和風|収納|酒場
花見酒の角打ち出張所,演出,超小,和風,1,桜の木の下に出した臨時の角打ち。木箱と樽だけの簡素な出店。,花見|桜|臨時|収納|商売
橋の下の角打ち集会所,商業,超小,ダーク,1,橋の下に集まる常連たちの角打ち。ドラム缶（大釜）テーブルとランタンだけの空間。,橋の下|集会|橋|照明
屋台の軒先で一杯,商業,超小,にぎやか,1,屋台の軒先に立って飲む角打ちスタイル。赤いバナーの暖簾と提灯で夜の雰囲気。,屋台|暖簾|提灯|屋台・テント|旗・バナー
酔っぱらいの千鳥足通り,演出,小,にぎやか,1,曲がりくねった道に散らばる空き瓶（ポーション瓶）。ベンチに寝転ぶ防具立てで酔っ払いを表現。,酔っ払い|通り|演出|醸造|防具立て
酔いどれ船乗りの港酒場,商業,中,海賊,3,港に面した2階建ての酒場。1階は大広間で樽テーブル、2階は酔い潰れた船乗りが寝る部屋。,港|酒場|海賊|収納
居酒屋横丁の酔客たち,演出,中,にぎやか,2,狭い横丁に赤提灯が並ぶ居酒屋街。防具立てに酔客の格好をさせて賑わいを表現。,横丁|赤提灯|にぎやか|酒場|防具立て
泥酔者の路上キャンプ,演出,超小,ダーク,1,路上に段ボール（木材ハーフブロック）と毛布を広げた酔いつぶれ現場。空き瓶散乱。,路上|酔いつぶれ|木造
二日酔いの朝の食堂,商業,超小,レトロ,1,朝だけ開く二日酔い回復食堂。味噌汁（大釜）とおにぎり（雪玉展示）のシンプルメニュー。,朝食|二日酔い
酒蔵の試飲暴走パーティー,演出,小,にぎやか,2,酒蔵の中で試飲会が暴走した現場。倒れた樽と散らかった升で宴会後の様子を再現。,酒蔵|宴会|散らかり|収納|酒場
飲み比べ大会の広場,娯楽,中,にぎやか,2,長テーブルにポーション瓶を並べた飲み比べ会場。観客席とジャッジ席も配置。,飲み比べ|大会|広場|醸造
酔っぱらい専用迷路,娯楽,中,にぎやか,3,千鳥足でしか進めないようなジグザグの迷路。壁がぐにゃぐにゃに見える斜め配置のブロック。,迷路|千鳥足|ユニーク
屋台の焼き鳥屋と酔客,商業,超小,にぎやか,1,焼き鳥を焼くかまどと短いカウンターの屋台。横に酔って座り込む防具立てを配置。,焼き鳥|屋台|かまど|屋台・テント|防具立て
宴会場の翌朝,演出,小,レトロ,1,散らかった宴会場の翌朝。倒れたテーブルと散乱した食器で昨夜の宴を偲ばせる。,宴会|翌朝|散らかり
深夜のラーメン屋台と酔客行列,商業,小,にぎやか,2,深夜に行列ができるラーメン屋台。大釜のスープと防具立ての行列で深夜の賑わいを表現。,ラーメン|深夜|行列|屋台・テント|防具立て
反省の朝の公園ベンチ,演出,超小,のどか,1,公園のベンチに一人座る防具立て。空き缶（フラワーポット）と朝日で反省の朝を演出。,公園|朝|反省|花|防具立て
酔っぱらいの噴水ダイブ跡,演出,超小,にぎやか,1,噴水の中に衣服（防具）が散らばった現場。酔って噴水に飛び込んだ痕跡を再現。,噴水|ダイブ|水景
千鳥足の石畳道,演出,小,レトロ,1,わざとジグザグに敷いた石畳の道。街灯が傾き、ベンチも斜めに配置した酔っ払い視点の世界。,石畳|ジグザグ|演出
タクシー乗り場の酔客,演出,超小,現代,1,タクシー（黄色いブロック車）の前で手を挙げる防具立て。深夜の駅前の定番風景。,タクシー|深夜|防具立て
パリ風ビストロ,商業,小,中世欧風,2,石レンガとトラップドアで作るフランス風の小さなレストラン。テラス席に小さなテーブルと花を配置。,ビストロ|テラス|フランス風|トラップ|レンガ|石造り|花
フレンチの厨房,施設,小,現代,3,銅ブロックとかまどで作る本格的な厨房。調理台を中央に配置し、壁に鍋（大釜）を掛ける。,厨房|銅|調理|かまど
シャトー風フレンチレストラン,商業,大,中世欧風,4,石造りの城館を改装した高級レストラン。シャンデリアとレッドカーペットで豪華に演出。,シャトー|高級|石造り|内装小物
運河沿いのフレンチカフェ,商業,小,中世欧風,2,水路に面したオープンテラスのカフェ。パラソル（ウールと柵）とクロワッサン（パン展示）で朝食を。,運河|カフェ|テラス|水流
マルシェのクレープ屋台,商業,超小,にぎやか,1,市場に出したクレープ屋台。かまどの鉄板でクレープを焼く演出。カラフルな看板で客を呼ぶ。,クレープ|屋台|かまど|商売|屋台・テント|看板
ワイン畑とテイスティングルーム,農業,中,地中海,3,段々畑のブドウ園（ツタ）と石造りの試飲室。樽とワイングラス（ポーション）を並べる。,ワイン|ブドウ畑|テイスティング|収納|石造り|苔・緑化|農業|酒場|醸造
プロヴァンスのラベンダー畑レストラン,商業,中,地中海,2,紫の花で再現したラベンダー畑に併設されたレストラン。石壁と木の梁で南仏の雰囲気。,ラベンダー|南仏|石壁|花|農業
フランス菓子工房,食料,小,かわいい,2,パティシエの工房。ショーケース（ガラスとハーフブロック）にケーキ（キャンドル付きブロック）を並べる。,菓子|工房|ショーケース|ガラス|照明
セーヌ川の船上レストラン,商業,中,中世欧風,3,川に浮かぶ船の上のレストラン。船の甲板にテーブルを配置し、夜景を楽しむ設計。,船上|レストラン|川|水上
ブーランジェリーのパン焼き窯,食料,超小,中世欧風,1,レンガで作ったパン焼き窯。かまどと煙突でパンの焼ける香りが漂いそうな小さな工房。,パン|窯|レンガ|かまど
リヨン風トラブール小路食堂,商業,小,中世欧風,2,細い抜け道の先にある隠れた食堂。石壁と木の扉で入り口を隠し、中は温かい照明。,小路|隠れ家|石壁|隠し要素
フォアグラ農場の直売所,商業,超小,のどか,1,農場に併設された小さな直売所。鶏小屋の隣にチェストとカウンターを設置した素朴な店。,農場|直売|素朴|収納|商売|牧場|農業
南仏の海辺ブイヤベース食堂,商業,小,地中海,2,港に面した海鮮レストラン。大釜でブイヤベースを煮込み、魚のアイテムフレームで装飾。,海辺|海鮮|大釜|港|額縁
ムーラン・ルージュ風キャバレー,娯楽,大,レトロ,4,赤いウールと金ブロックで華やかなキャバレーを再現。ステージと客席、バーカウンターを配置。,キャバレー|華やか|ステージ|舞台|酒場|金
アルザスのシュークルート酒場,商業,小,中世欧風,2,木骨造り（ダークオークと白コンクリート）のアルザス風酒場。長テーブルと木のジョッキ。,アルザス|木骨造り|酒場|コンクリート|木造|骨ブロック
カレー屋台の小さな店,商業,超小,にぎやか,1,大釜でカレーを煮込む小さな屋台。黄色い看板とスパイスの瓶（ポーション）を並べる。,カレー|屋台|屋台・テント|看板|醸造|風呂・温泉
インド風カレー宮殿,商業,中,インド,3,砂岩とテラコッタで作るインド風の建物。中央にタンドール窯（かまど）を配置し、カーペットで装飾。,インド|宮殿|砂岩|かまど|テラコッタ|内装小物
スパイス市場のカレー食堂,商業,小,インド,2,スパイスの屋台が並ぶ市場の一角に建つ食堂。フラワーポットでスパイスを表現。,スパイス|市場|インド|商売|屋台・テント|花|風呂・温泉
日本の昔ながらのカレーライス食堂,商業,小,レトロ,2,昭和の洋食屋風のカレー店。ショーケースに食品サンプル（アイテムフレーム）を展示。,昭和|カレー|洋食屋|商売|額縁
山小屋のスキー場カレー,商業,超小,冬景色,1,スキー場の山小屋にある定番カレーコーナー。簡素なカウンターと大鍋だけの素朴な店。,山小屋|スキー場|素朴|商売
カレー研究所,施設,小,現代,2,スパイスの調合を研究する施設。醸造台をスパイスミルに見立て、本棚にレシピを保管。,研究所|スパイス|醸造台|エンチャント|内装小物|図書|研究|醸造|風呂・温泉
海軍カレーの艦内食堂,商業,中,軍事,3,軍艦内部を再現した食堂。鉄ブロックの壁と長テーブルで規律正しい食事空間を作る。,海軍|艦内|鉄
ルーロー飯もあるアジアンカレー屋,商業,小,東南アジア,2,東南アジア風の木造食堂。竹とジャングルの木材で作り、ランタンで温かく照らす。,アジアン|竹|ジャングル|木造|照明
カレーパン工房,食料,超小,レトロ,1,揚げたてカレーパンを売る小さな工房。かまどと作業台で調理し、ガラスケースに陳列。,カレーパン|工房|かまど|ガラス
砂漠キャラバンのカレー鍋,演出,超小,砂漠文明,1,砂漠を旅するキャラバンの野営地。ラクダ風の防具立てと大釜のカレー鍋で旅の食事風景。,キャラバン|砂漠|野営|防具立て
激辛カレーチャレンジ食堂,娯楽,小,にぎやか,2,チャレンジメニューがある名物食堂。壁に挑戦者の記録（看板）を並べ、レッドストーンで赤い照明。,激辛|チャレンジ|名物|レッドストーン|看板
スープカレーの北国カフェ,商業,小,冬景色,2,雪国の温かいカフェ。大きな窓から雪景色を眺めながらスープカレーを食べる設定。暖炉付き。,スープカレー|雪国|暖炉
移動カレー屋台のトロッコ車,交通,超小,にぎやか,1,トロッコにかまどと看板を積んだ移動販売車。レール上で止まっているカレー屋台を再現。,トロッコ|移動販売|かまど|商売|屋台・テント|看板
カレーフェスの会場,娯楽,大,にぎやか,3,様々なカレー屋台が集まるフェス会場。ステージと飲食スペースを設け、バナーで華やかに。,フェス|にぎやか|屋台・テント|旗・バナー|舞台
洋食レストランのハンバーグ定食屋,商業,小,レトロ,2,赤いチェック柄（赤白ウール）のテーブルクロスが映える洋食屋。ショーケースに食品サンプルを展示。,洋食|ハンバーグ|レトロ
駅前の洋食グリル,商業,小,レトロ,2,駅前に建つ昭和風の洋食店。レンガの外壁と木のドア、ステンドグラス風の色ガラス窓。,駅前|グリル|レンガ|ガラス|商売
洋食シェフの修行キッチン,施設,小,現代,2,オムライスやナポリタンを作る調理場。複数のかまどとスモーカーで忙しい厨房を再現。,厨房|修行|かまど
ホテルのルームサービスカート,演出,超小,現代,1,銀のトレイ（鉄のトラップドア）にカバー付き料理を乗せたカート。ホテルの廊下に配置。,ルームサービス|ホテル|トラップ|酒場|鉄
港町の洋食ビアホール,商業,中,レトロ,3,港に面した大きなビアホール。レンガのアーチと長テーブルで欧風ビアホールを再現。,ビアホール|港|レンガ|橋
デパートの洋食お子様ランチ食堂,商業,中,レトロ,2,デパートの上階にある大食堂。旗付きのお子様ランチプレート風の装飾で昭和のデパート感。,デパート|お子様ランチ|昭和|旗・バナー
学生街の洋食定食屋,商業,小,レトロ,1,安くて量が多い学生向けの洋食屋。壁にメニューの看板がずらりと並ぶ。,学生街|定食|看板
洋食弁当の工場直売所,商業,超小,現代,1,弁当工場に併設された直売コーナー。チェストに弁当を並べた簡素な販売スペース。,弁当|工場|収納|商売
パーラー風洋食喫茶,商業,小,レトロ,2,喫茶店と洋食屋が合体した昭和のパーラー。カウンター席とボックス席を配置。,喫茶|パーラー|レトロ|商売
洋食料理コンテスト会場,娯楽,中,にぎやか,2,調理台が並ぶコンテスト会場。審査員席と観客席を設け、タイマー（レッドストーン時計）も設置。,コンテスト|会場|調理|レッドストーン
洋食の老舗の看板,演出,超小,レトロ,1,味のある手書き風看板を旗と額縁で再現。店の歴史を感じさせるレトロな外観装飾。,看板|老舗|商売|旗・バナー|額縁
クリームソーダの喫茶カウンター,商業,超小,レトロ,1,エメラルドグリーン（エメラルドブロック）のソーダとアイス（雪ブロック）を乗せたカウンター。,クリームソーダ|喫茶
ナポリタンの鉄板皿,演出,超小,レトロ,1,鉄のトラップドアを皿に見立て、赤いウールでナポリタンを表現した巨大オブジェ。,ナポリタン|オブジェ|トラップ|鉄
ビーフシチューの煮込み鍋オブジェ,演出,超小,レトロ,1,巨大な大釜にビーフシチューを煮込んでいる演出。湯気（ソウルの焚き火）と薪を添える。,ビーフシチュー|オブジェ
学食のカウンターと列,演出,小,現代,1,学生が並ぶ食堂のカウンター。トレイ（木のトラップドア）を持った防具立てで行列を再現。,学食|行列|演出|トラップ|防具立て
大衆食堂のおかず棚,商業,小,レトロ,1,入口のガラスケースにおかずが並ぶ昭和の大食堂。客が指差して選ぶスタイルを再現。,大衆食堂|おかず|ショーケース|ガラス
駅ナカの立ち食いそば屋併設食堂,商業,超小,レトロ,1,駅構内の立ち食いカウンター。大釜の麺つゆとかまどの天ぷら揚げ場で忙しい雰囲気。,立ち食い|駅|かまど
町工場街の日替わり定食屋,商業,小,レトロ,2,工場地帯にある定食屋。壁のホワイトボード（白コンクリートに看板）に日替わりメニューを表示。,定食|工場街|日替わり|コンクリート|看板
市場の二階食堂,商業,中,にぎやか,2,魚市場の二階にある海鮮食堂。新鮮な魚（アイテムフレーム）を壁に飾り、階段で上がる。,市場|二階|海鮮|商売|多層構造|階段・はしご|額縁
深夜食堂の赤提灯,商業,超小,ダーク,1,深夜だけ開く一人用カウンターの食堂。赤い提灯（赤ランタン）と暖簾が目印。,深夜|赤提灯|一人用|照明
団地の下の定食屋,商業,小,レトロ,1,団地の1階にある古い定食屋。テーブル席とテレビ（黒ブロック）で昭和の食堂を再現。,団地|定食|昭和
炊き出しの広場,演出,小,のどか,1,大きな大釜と長テーブルで炊き出しの広場を再現。椀とおにぎりを配る温かい場面。,炊き出し|広場|温かい
商店街の惣菜屋,商業,超小,レトロ,1,コロッケや揚げ物を売る小さな惣菜店。ガラスケースとかまどで昔ながらの店構え。,惣菜|商店街|かまど|ガラス|商売
バスターミナルの売店食堂,商業,超小,レトロ,1,バス乗り場に併設された小さな食堂。急いで食べられるカウンター席のみの構造。,バスターミナル|売店
食券制の大衆食堂,商業,小,レトロ,2,入口にボタン式食券機（ボタンとレッドストーン）を設置。壁のメニュー写真は額縁で再現。,食券|大衆食堂|ボタン|レッドストーン|額縁
浜辺の海の家食堂,商業,小,トロピカル,1,砂浜に建つ簡素な海の家。焼きそば（かまど）とかき氷（雪ブロック）を提供。,海の家|浜辺|夏|かまど|氷
屋上のビアガーデン食堂,娯楽,小,にぎやか,2,ビルの屋上にテーブルとイルミネーション（グロウストーン）を配置した食事スペース。,ビアガーデン|屋上|夜|照明
河川敷の屋台食堂村,商業,中,のどか,2,河川敷に屋台が集まった食堂エリア。各屋台を異なる木材で作り、共用のベンチを中央に配置。,河川敷|屋台|共用|屋台・テント|木造
温泉街の湯豆腐食堂,商業,小,和風,2,温泉街の一角にある湯豆腐が名物の食堂。大釜で湯豆腐を煮込み、木の器で提供する設定。,温泉|湯豆腐|和風|水景|風呂・温泉
高校の校舎と中庭,施設,大,現代,4,3階建てのコンクリート校舎。各フロアに教室を並べ、中庭に花壇とベンチを配置。,校舎|3階建て|中庭|コンクリート|庭園|花
高校の屋上と給水塔,演出,小,現代,2,フェンスで囲まれた屋上。給水塔（鉄ブロック）とベンチで青春の定番ロケーションを再現。,屋上|給水塔|青春|塔|鉄
高校の部室棟と渡り廊下,施設,中,現代,3,本校舎と渡り廊下でつながった部室棟。各部屋に異なる部活の装飾を施す。,部室|渡り廊下|部活
高校の文化祭ステージ,娯楽,中,にぎやか,3,校庭に組んだ木の特設ステージ。照明とバナーで文化祭の華やかさを演出。,文化祭|ステージ|にぎやか|庭園|旗・バナー|舞台
高校の自転車置き場,交通,小,現代,1,屋根付きの自転車置き場。フェンスで自転車のタイヤを表現し、整然と並べる。,自転車|駐輪場|学校
高校の弓道場と武道館,文化,中,和風,3,和風建築の武道館。畳の柔道場と板張りの剣道場、隣に弓道場を配置した部活施設。,武道館|弓道|和風
高校の天文ドーム,施設,小,現代,3,校舎の屋上に建つ小さな天文台ドーム。白いコンクリートの半球と望遠鏡を再現。,天文台|ドーム|学校|コンクリート|ドーム・円形|望遠鏡
高校の裏庭の秘密の場所,自然,超小,のどか,1,校舎裏にある誰も来ない静かな場所。古いベンチと木漏れ日で秘密の休憩スポット。,裏庭|秘密|静か|隠し要素
高校の学食テラス,商業,小,現代,2,学食のテラス席。外でランチを食べられるオープンスペース。パラソルとテーブルを配置。,学食|テラス|ランチ
受験生の自習室,施設,小,現代,1,机が整然と並ぶ自習室。仕切り板（トラップドア）で個別ブースを作り、集中できる環境に。,自習室|受験|集中|トラップ
卒業式の体育館装飾,演出,大,にぎやか,2,紅白の幕（バナー）と花で飾られた卒業式会場。壇上に演台と卒業証書の額縁を配置。,卒業式|体育館|紅白|旗・バナー|花|額縁
中学校の理科実験室,施設,小,現代,2,実験台にポーションと醸造台を並べた理科室。人体模型（防具立て）と骨格標本も展示。,理科|実験|中学校|研究|醸造|防具立て|骨ブロック
中学校の体育倉庫,施設,超小,現代,1,跳び箱（階段ブロック）やマット（カーペット）を積み上げた体育倉庫。,体育倉庫|学校|内装小物|階段・はしご
中学校の給食配膳室,施設,超小,現代,1,給食のコンテナ（チェスト）が積まれた配膳室。配膳台と白衣掛けを設置。,給食|配膳|収納
中学校の美術展示廊下,文化,小,現代,1,廊下の壁に額縁と絵画を並べた展示スペース。生徒の作品を展示する学校の日常風景。,廊下|展示|美術|内装小物|額縁
中学校の昼休みの校庭,演出,中,にぎやか,2,サッカーをする生徒（防具立て）とおしゃべりグループを配置した昼休みの校庭風景。,校庭|昼休み|にぎやか|庭園|防具立て
中学校の正門と掲示板,建造物,超小,現代,1,コンクリートの門柱と金属の門扉。隣に部活動の成績を貼る掲示板を設置。,正門|掲示板|コンクリート
中学校の放課後の教室,演出,小,現代,1,夕日が差し込む放課後の教室。机の上に忘れ物と窓際のカーテン（旗）がなびく雰囲気。,放課後|夕日|ノスタルジック|旗・バナー
中学校の職員室前廊下,演出,超小,現代,1,職員室のドア前で緊張して待つ防具立て。壁には連絡事項の看板が並ぶ。,廊下|職員室|看板|防具立て
ロシア式丸太酒場,商業,中,ロシアの酒場,3,トウヒの木材と丸石で作るロシア風の重厚な酒場。カウンターにはポーションを並べてウォッカに見立てる。,ロシア風|木造|酒場|石造り|醸造
雪原のウォッカ蒸留所,産業,大,ロシアの酒場,4,大釜と煙突を備えた蒸留施設。レッドストーンで蒸気の演出を加えると本格的になる。,産業|蒸留|寒冷地|レッドストーン
シベリアのログハウス酒場,住居,小,ロシアの酒場,2,ダークオークで作る小さな山小屋風酒場。暖炉と毛皮の敷物（カーペット）で暖かみを出す。,ログハウス|暖炉|内装小物|木造|酒場
赤の広場風パブ,建造物,超大,ロシアの酒場,5,赤いテラコッタと石レンガで作る壮大な広場併設の酒場。玉ねぎ型ドームを屋根に乗せるとロシア感が出る。,広場|ランドマーク|テラコッタ|ドーム・円形|レンガ|石造り|酒場
コサックの宴会場,娯楽,中,ロシアの酒場,3,長テーブルとベンチを並べた大広間。壁に剣と盾を飾り戦士たちの宴会場を演出する。,宴会|戦士|内装
